bname,btype,ra,dec,catalogue,nt,nb,z,fieldsize,countingmag,bgb,bgb_err
BZBJ1001+2048,bllac,150.42679,20.80494,bzcat,25,21,0.344,76.0685672385,-19.1837,86.5612714356,135.990071583
BZUJ1608+6018,uncertain,242.08558,60.30781,bzcat,42,41,0.178,141.392833728,-19.1837,16.1977506135,135.800534652
BZBJ0855+4237,bllac,133.95229,42.62025,bzcat,9,8,0.517,52.8193731157,-20.157937407,37.9207128588,144.497322927
140642.75+530833.8,bllac,211.678131104,53.1427383423,plotkin,7,2,0.458,58.7527576899,-19.8406220339,134.015690233,77.5903395576
BZBJ1016+4108,bllac,154.07008,41.13672,bzcat,32,32,0.27,95.2202558342,-19.1837,0.0,0.0
BZQJ1220+0203,fsrq,185.0495,2.06172,bzcat,28,20,0.241,105.955579062,-19.1837,128.038301505,103.475625003
BZQJ2143+1743,fsrq,325.89808,17.73022,bzcat,22,32,0.213,119.108551752,-19.1837,-155.617850563,-124.572065076
BZBJ1124+5133,bllac,171.05488,51.56375,bzcat,27,26,0.235,108.50914594,-19.1837,15.9096631713,106.654091141
TeV J1224+246,bllac,186.100833333,24.6066666667,tevcat,27,25,0.218,116.510997341,-19.1837,31.2814434943,104.043134431
153149.47+465913.7,bllac,232.95614624,46.987159729,plotkin,12,13,0.316,82.2531570307,-19.1837,-21.0871205144,-101.064301249
BZUJ0028+0035,uncertain,7.16571,0.59506,bzcat,5,3,0.687,41.4949039594,-20.9125772517,141.861224979,188.600750641
BZBJ1051+3943,bllac,162.85575,39.72381,bzcat,3,4,0.498,54.5745163697,-20.0595852697,-31.8249988262,-88.6541881146
BZUJ0128+4901,uncertain,22.03358,49.01833,bzcat,308,267,0.067,366.563764907,-19.1837,791.340188398,428.21650732
131931.73+140533.1,bllac,199.882247925,14.0925397873,plotkin,12,3,0.573,48.3331759746,-20.4293926519,425.008108869,177.133928857
BZQJ1152+3209,fsrq,178.11467,32.16647,bzcat,14,5,0.374,70.4776388998,-19.3166526407,214.365612213,99.4970775648
000257.17-002447.3,bllac,0.738240003586,-0.413150012493,plotkin,5,0,0.522,52.3790428902,-20.1832611788,193.34504148,86.4665311723
BZQJ1415+0832,fsrq,213.79133,8.53483,bzcat,19,19,0.327,79.6962123115,-19.1837,0.0,0.0
BZBJ1243-0613,bllac,190.89379,-6.2225,bzcat,84,66,0.139,179.484827011,-19.1837,376.472981659,238.04729723
091045.30+254812.8,bllac,137.688766479,25.8035793304,plotkin,17,14,0.384,68.8098285463,-19.3844037648,74.763690014,128.676590776
J165005.5+414032.6,fsrq,252.522916667,41.6757222222,chen,4,3,0.585,47.485378377,-20.4843224763,49.5063663198,121.970666386
BZQJ1715+3619,fsrq,258.78487,36.33058,bzcat,2,2,0.555,49.6748399374,-20.3449452824,0.0,0.0
BZUJ0950+1804,uncertain,147.50125,18.07186,bzcat,87,89,0.154,162.546066447,-19.1837,-31.5856006126,-194.969139743
124834.30+512807.8,bllac,192.142944336,51.4688415527,plotkin,9,13,0.351,74.6777751952,-19.1837,-87.1161362184,-110.98763284
BZUJ1603+1554,uncertain,240.90858,15.90067,bzcat,132,129,0.11,225.356483888,-19.1837,60.7862912943,301.224543229
BZQJ2253+1942,fsrq,343.28071,19.70961,bzcat,11,18,0.284,90.8262574806,-19.1837,-116.82711461,-102.093361192
101244.30+422957.0,bllac,153.184616089,42.4991798401,plotkin,17,18,0.365,72.0575648915,-19.254241052,-22.8669044924,-128.177107893
BZQJ0956+2515,fsrq,149.20783,25.25447,bzcat,5,1,0.708,40.479884739,-20.9932186886,307.97899729,183.661125985
024302.93+004627.3,bllac,40.7622184753,0.774249970913,plotkin,13,8,0.41,64.8578993132,-19.5532568545,109.123078464,93.9219490033
BZQJ2354-0019,fsrq,358.53825,-0.33,bzcat,6,3,0.462,58.3019281749,-19.8632979787,81.7995004002,77.4579794357
BZBJ0109+1816,candidate,17.28408,18.26875,bzcat,91,89,0.145,172.288012203,-19.1837,42.1015292457,259.881046417
BZQJ1631+4927,fsrq,247.81892,49.46097,bzcat,11,8,0.52,52.5541464334,-20.173158666,115.10370155,155.945575287
BZQJ0217-0820,fsrq,34.26108,-8.34789,bzcat,1,4,0.607,46.0196506812,-20.5823384735,-156.247557794,-162.710991683
