bname,ra,dec,btype,z,catalog
5BZQJ1308+3546,13 08 23.7,+35 46 37.2,fsrq,1.055,bzcat
5BZQJ1308+4729,13 08 51.33,+47 29 54.88,fsrq,0.884,bzcat
5BZQJ1309-3948,13 09 48.47,-39 48 33.08,fsrq,1.828,bzcat
5BZBJ1310-1157,13 10 12.48,-11 57 46.4,uncertain,0.14,bzcat
5BZQJ1310+0044,13 10 28.5,+00 44 08.91,fsrq,1.601,bzcat
5BZUJ1310+3220,13 10 28.66,+32 20 43.8,uncertain,0.997,bzcat
5BZQJ1310+4653,13 10 53.58,+46 53 52.18,fsrq,0.972,bzcat
5BZQJ1310+3233,13 10 59.4,+32 33 34.41,fsrq,1.639,bzcat
5BZQJ1311+5513,13 11 03.21,+55 13 54.29,fsrq,0.925,bzcat
5BZQJ1311+1417,13 11 07.81,+14 17 46.6,fsrq,1.947,bzcat
5BZBJ1311+0853,13 11 55.75,+08 53 40.99,bllac,0.469,bzcat
5BZQJ1312+3515,13 12 17.75,+35 15 21.09,fsrq,0.184,bzcat
5BZUJ1312+4828,13 12 43.34,+48 28 30.9,uncertain,0.501,bzcat
5BZQJ1312-0424,13 12 50.89,-04 24 49.89,fsrq,0.825,bzcat
5BZQJ1313+1027,13 13 41.64,+10 27 14.4,fsrq,2.912,bzcat
5BZQJ1314-3303,13 14 03.56,-33 03 54.89,fsrq,0.484,bzcat
5BZQJ1315+2840,13 15 13.49,+28 40 53.68,fsrq,1.576,bzcat
5BZQJ1316-3338,13 16 07.98,-33 38 59.2,fsrq,1.21,bzcat
5BZQJ1316-3025,13 16 32.98,-30 25 32.08,fsrq,1.334,bzcat
5BZQJ1317+3425,13 17 36.48,+34 25 15.88,fsrq,1.055,bzcat
5BZQJ1318-0607,13 18 33.71,-06 07 23.8,fsrq,2.734,bzcat
5BZQJ1319-1217,13 19 12.09,-12 17 31.99,fsrq,0.86,bzcat
5BZQJ1319+4851,13 19 30.3,+48 51 03.2,fsrq,1.17,bzcat
5BZUJ1320+0140,13 20 26.79,+01 40 36.8,uncertain,1.235,bzcat
5BZQJ1321+2216,13 21 11.21,+22 16 12.1,fsrq,0.943,bzcat
5BZQJ1321-2636,13 21 14.04,-26 36 10.18,fsrq,2.027,bzcat
5BZQJ1321+0023,13 21 39.56,+00 23 57.58,fsrq,1.618,bzcat
5BZQJ1322+2148,13 22 11.4,+21 48 12.31,fsrq,1.68,bzcat
5BZQJ1322-8419,13 22 27.73,-84 19 34.1,fsrq,1.139,bzcat
5BZQJ1322-0937,13 22 36.9,-09 37 37.81,fsrq,1.864,bzcat
5BZQJ1322+3912,13 22 55.66,+39 12 07.99,fsrq,2.985,bzcat
5BZQJ1323-3407,13 23 17.14,-34 07 12.39,fsrq,1.346,bzcat
5BZQJ1323-3038,13 23 19.49,-30 38 06.61,fsrq,2.057,bzcat
5BZQJ1323+7942,13 23 51.56,+79 42 51.8,fsrq,1.97,bzcat
5BZQJ1324-3623,13 24 03.56,-36 23 35.59,fsrq,0.739,bzcat
5BZBJ1324+4048,13 24 12.07,+40 48 11.8,bllac,0.496,bzcat
5BZQJ1324-1049,13 24 25.79,-10 49 23.08,fsrq,0.872,bzcat
5BZQJ1324+4743,13 24 29.34,+47 43 20.6,fsrq,2.26,bzcat
5BZQJ1325-0804,13 25 09.61,-08 04 48.39,fsrq,2.354,bzcat
5BZQJ1325+1123,13 25 12.49,+11 23 29.61,fsrq,4.418,bzcat
5BZUJ1325-4301,13 25 27.61,-43 01 08.79,uncertain,0.0020,bzcat
5BZBJ1325+6621,13 25 31.79,+66 21 03.09,bllac,0.21,bzcat
5BZBJ1325+4115,13 25 58.95,+41 15 00.5,bllac,0.31,bzcat
5BZBJ1326+2933,13 26 14.99,+29 33 30.99,bllac,0.431,bzcat
5BZQJ1326-0500,13 26 54.6,-05 00 59.0,fsrq,1.882,bzcat
5BZQJ1327+5008,13 27 25.12,+50 08 49.19,fsrq,1.026,bzcat
5BZQJ1327-1336,13 27 42.09,-13 36 00.61,fsrq,1.33,bzcat
5BZQJ1330+5414,13 30 05.4,+54 14 51.5,fsrq,0.839,bzcat
5BZQJ1330-3122,13 30 19.08,-31 22 59.08,fsrq,1.335,bzcat
5BZUJ1330+5202,13 30 42.6,+52 02 15.5,uncertain,0.688,bzcat
5BZQJ1331-2639,13 31 11.69,-26 39 09.61,fsrq,0.883,bzcat
5BZQJ1331-0341,13 31 29.15,-03 41 14.1,fsrq,1.352,bzcat
5BZQJ1332-0509,13 32 04.45,-05 09 43.3,fsrq,2.15,bzcat
5BZQJ1332-1256,13 32 39.24,-12 56 15.28,fsrq,1.498,bzcat
5BZQJ1333+2725,13 33 07.49,+27 25 18.4,fsrq,2.126,bzcat
5BZQJ1333-3324,13 33 08.72,-33 24 40.28,fsrq,2.24,bzcat
5BZQJ1333+1649,13 33 35.77,+16 49 04.0,fsrq,2.084,bzcat
5BZUJ1333+5057,13 33 53.77,+50 57 36.0,uncertain,1.362,bzcat
5BZQJ1335+4542,13 35 21.96,+45 42 38.19,fsrq,2.452,bzcat
5BZQJ1337-1319,13 37 14.76,-13 19 18.08,fsrq,3.475,bzcat
5BZQJ1337+6532,13 37 16.06,+65 32 46.28,fsrq,0.946,bzcat
5BZBJ1337+0035,13 37 31.37,+00 35 29.0,bllac,0.299,bzcat
5BZQJ1337-1257,13 37 39.77,-12 57 24.69,fsrq,0.539,bzcat
5BZQJ1340-0137,13 40 04.61,-01 37 46.48,fsrq,1.62,bzcat
5BZBJ1340-0148,13 40 37.59,-01 48 47.7,bllac,0.513,bzcat
5BZQJ1341+2816,13 41 15.28,+28 16 05.08,fsrq,1.275,bzcat
5BZQJ1342-2051,13 42 04.73,-20 51 29.48,fsrq,1.582,bzcat
5BZQJ1342-3240,13 42 06.19,-32 40 47.49,fsrq,0.791,bzcat
5BZQJ1342+2709,13 42 08.38,+27 09 30.6,fsrq,1.185,bzcat
5BZQJ1342-2900,13 42 15.34,-29 00 41.79,fsrq,1.442,bzcat
5BZQJ1343+2844,13 43 00.18,+28 44 07.51,fsrq,0.905,bzcat
5BZQJ1343+6602,13 43 45.95,+66 02 25.69,fsrq,0.766,bzcat
5BZQJ1344+6606,13 44 08.68,+66 06 11.59,fsrq,1.351,bzcat
5BZQJ1344-1723,13 44 14.4,-17 23 40.41,fsrq,2.49,bzcat
5BZUJ1345+4125,13 45 23.81,+41 25 41.8,uncertain,0.916,bzcat
5BZQJ1345+4452,13 45 33.17,+44 52 59.59,fsrq,2.534,bzcat
5BZUJ1345+5332,13 45 45.35,+53 32 52.29,uncertain,0.135,bzcat
5BZQJ1345+0706,13 45 49.31,+07 06 31.1,fsrq,1.093,bzcat
5BZQJ1346-2839,13 46 42.55,-28 39 20.59,fsrq,1.452,bzcat
5BZQJ1347+1835,13 47 23.48,+18 35 37.6,fsrq,2.177,bzcat
5BZUJ1347+3012,13 47 37.45,+30 12 52.3,uncertain,0.118,bzcat
5BZQJ1347-3750,13 47 40.43,-37 50 36.59,fsrq,1.3,bzcat
5BZQJ1349-1110,13 49 03.18,-11 10 00.8,fsrq,0.141,bzcat
5BZBJ1349-1413,13 49 16.04,-14 13 17.29,bllac,0.253,bzcat
5BZQJ1349-1132,13 49 31.44,-11 32 53.8,fsrq,0.34,bzcat
5BZQJ1350+3034,13 50 52.74,+30 34 53.61,fsrq,0.712,bzcat
5BZQJ1351+0031,13 51 04.45,+00 31 19.3,fsrq,2.084,bzcat
5BZQJ1351+0830,13 51 16.92,+08 30 39.88,fsrq,1.429,bzcat
5BZQJ1353+7532,13 53 23.15,+75 32 57.69,fsrq,1.619,bzcat
5BZQJ1353+4310,13 53 41.71,+43 10 52.49,fsrq,1.114,bzcat
5BZQJ1354-0206,13 54 06.9,-02 06 03.2,fsrq,3.716,bzcat
5BZQJ1354-1041,13 54 46.51,-10 41 02.68,fsrq,0.332,bzcat
5BZQJ1356+4136,13 56 07.37,+41 36 15.4,fsrq,0.697,bzcat
5BZQJ1356-1101,13 56 46.83,-11 01 29.2,fsrq,3.006,bzcat
5BZQJ1357+1919,13 57 04.43,+19 19 07.39,fsrq,0.72,bzcat
5BZQJ1357-1744,13 57 06.06,-17 44 01.89,fsrq,3.147,bzcat
5BZQJ1357-1527,13 57 11.23,-15 27 28.8,fsrq,1.89,bzcat
5BZBJ1357-0146,13 57 12.95,-01 46 00.58,bllac,0.547,bzcat
5BZQJ1357+7643,13 57 55.37,+76 43 21.1,fsrq,1.585,bzcat
5BZQJ1359+5544,13 59 05.74,+55 44 29.4,fsrq,1.014,bzcat
5BZQJ1359+0159,13 59 27.14,+01 59 54.59,fsrq,1.33,bzcat
5BZQJ1359+4011,13 59 38.09,+40 11 38.29,fsrq,0.406,bzcat
5BZBJ1359-3746,13 59 49.7,-37 46 00.69,bllac,0.334,bzcat
5BZQJ1359+1436,13 59 59.7,+14 36 33.29,fsrq,1.334,bzcat
5BZQJ1400-1858,14 00 03.86,-18 58 11.1,fsrq,0.114,bzcat
5BZQJ1400+0425,14 00 48.43,+04 25 30.9,fsrq,2.55,bzcat
5BZQJ1401-0916,14 01 05.33,-09 16 31.58,fsrq,0.667,bzcat
5BZQJ1401-3004,14 01 34.92,-30 04 36.91,fsrq,0.689,bzcat
5BZQJ1401+5835,14 01 45.7,+58 35 42.28,fsrq,1.924,bzcat
5BZQJ1402-2822,14 02 02.39,-28 22 25.1,fsrq,0.803,bzcat
5BZQJ1402-3334,14 02 41.4,-33 34 09.01,fsrq,2.14,bzcat
5BZBJ1402+1559,14 02 44.51,+15 59 56.61,bllac,0.244,bzcat
5BZQJ1404-0013,14 04 12.11,-00 13 25.1,fsrq,1.217,bzcat
5BZQJ1404-0130,14 04 45.9,-01 30 21.99,fsrq,2.518,bzcat
5BZQJ1405+0415,14 05 01.12,+04 15 35.78,fsrq,3.208,bzcat
5BZQJ1405-1440,14 05 32.87,-14 40 18.29,fsrq,1.096,bzcat
5BZQJ1406-0848,14 06 00.7,-08 48 06.91,fsrq,1.763,bzcat
5BZQJ1406+3433,14 06 53.84,+34 33 37.29,fsrq,2.56,bzcat
5BZQJ1407-3431,14 07 54.91,-34 31 28.3,fsrq,1.122,bzcat
5BZQJ1408+6854,14 08 19.07,+68 54 50.79,fsrq,1.272,bzcat
5BZQJ1408-2900,14 08 49.61,-29 00 23.61,fsrq,0.575,bzcat
5BZQJ1408-0752,14 08 56.47,-07 52 26.68,fsrq,1.494,bzcat
5BZBJ1409+1352,14 09 19.0,+13 52 40.0,bllac,0.573,bzcat
5BZQJ1409-2657,14 09 50.16,-26 57 37.0,fsrq,2.43,bzcat
5BZQJ1410+0731,14 10 35.08,+07 31 21.5,fsrq,0.901,bzcat
5BZQJ1413+4505,14 13 18.87,+45 05 22.99,fsrq,3.112,bzcat
5BZQJ1414+3928,14 14 46.65,+39 28 18.58,fsrq,0.657,bzcat
5BZQJ1415+0832,14 15 09.91,+08 32 05.38,fsrq,0.327,bzcat
5BZQJ1415-0955,14 15 20.82,-09 55 58.29,fsrq,2.001,bzcat
5BZBJ1415+4830,14 15 36.79,+48 30 30.49,bllac,0.496,bzcat
5BZUJ1415+1320,14 15 58.81,+13 20 23.71,uncertain,0.247,bzcat
5BZBJ1416-2418,14 16 12.17,-24 18 13.39,bllac,0.136,bzcat
5BZQJ1416+1242,14 16 28.66,+12 42 13.6,fsrq,0.335,bzcat
5BZQJ1416-2131,14 16 42.3,-21 31 54.98,fsrq,2.3,bzcat
5BZQJ1417+2644,14 17 30.41,+26 44 57.01,fsrq,1.455,bzcat
5BZQJ1417+3818,14 17 40.43,+38 18 21.09,fsrq,0.449,bzcat
5BZQJ1418-3509,14 18 58.91,-35 09 42.51,fsrq,1.544,bzcat
5BZQJ1419+3821,14 19 46.61,+38 21 48.49,fsrq,1.831,bzcat
5BZQJ1419+2706,14 19 59.29,+27 06 25.59,fsrq,0.538,bzcat
5BZQJ1420+1703,14 20 20.88,+17 03 29.19,fsrq,1.854,bzcat
5BZQJ1420+1205,14 20 48.0,+12 05 45.7,fsrq,4.026,bzcat
5BZQJ1421+3855,14 21 06.03,+38 55 22.8,fsrq,0.489,bzcat
5BZQJ1421-0643,14 21 07.75,-06 43 56.38,fsrq,3.689,bzcat
5BZQJ1421+4645,14 21 23.06,+46 45 47.98,fsrq,1.668,bzcat
5BZQJ1422+3223,14 22 30.37,+32 23 10.39,fsrq,0.682,bzcat
5BZBJ1422+5801,14 22 38.88,+58 01 55.48,bllac,0.635,bzcat
5BZQJ1423+4802,14 23 06.16,+48 02 10.78,fsrq,2.22,bzcat
5BZQJ1423-2218,14 23 40.8,-22 18 17.49,fsrq,1.204,bzcat
5BZQJ1423-7829,14 23 43.55,-78 29 34.9,fsrq,0.789,bzcat
5BZQJ1424+2256,14 24 38.1,+22 56 00.99,fsrq,3.62,bzcat
5BZQJ1425-4604,14 25 10.97,-46 04 53.9,fsrq,2.032,bzcat
5BZQJ1425-2513,14 25 23.04,-25 13 06.99,fsrq,1.884,bzcat
5BZQJ1425+1424,14 25 49.02,+14 24 56.91,fsrq,0.78,bzcat
5BZQJ1426+3625,14 26 37.08,+36 25 09.58,fsrq,1.091,bzcat
5BZQJ1427-4206,14 27 56.29,-42 06 19.4,fsrq,1.522,bzcat
5BZQJ1429+3529,14 29 10.21,+35 29 46.78,fsrq,2.21,bzcat
5BZQJ1429+5406,14 29 21.88,+54 06 11.08,fsrq,3.013,bzcat
5BZQJ1430+1043,14 30 09.73,+10 43 26.9,fsrq,1.705,bzcat
5BZQJ1430+4204,14 30 23.74,+42 04 36.51,fsrq,4.715,bzcat
5BZQJ1430+3649,14 30 40.57,+36 49 03.89,fsrq,0.566,bzcat
5BZUJ1431-0052,14 31 13.14,-00 52 38.31,uncertain,1.635,bzcat
5BZQJ1431+3952,14 31 20.53,+39 52 41.48,fsrq,1.217,bzcat
5BZQJ1432-1801,14 32 57.68,-18 01 35.18,fsrq,2.331,bzcat
5BZQJ1433-1548,14 33 21.46,-15 48 44.71,fsrq,1.573,bzcat
5BZQJ1434+4203,14 34 05.69,+42 03 15.98,fsrq,1.24,bzcat
5BZQJ1434+1952,14 34 39.78,+19 52 00.69,fsrq,1.382,bzcat
5BZUJ1435+2021,14 35 21.91,+20 21 17.49,uncertain,0.748,bzcat
5BZQJ1435+3012,14 35 35.4,+30 12 24.51,fsrq,1.568,bzcat
5BZQJ1435+3353,14 35 47.62,+33 53 09.6,fsrq,2.11,bzcat
5BZQJ1436+2321,14 36 40.97,+23 21 03.31,fsrq,1.546,bzcat
5BZQJ1436+6336,14 36 45.79,+63 36 37.9,fsrq,2.068,bzcat
5BZQJ1437+0405,14 37 08.18,+04 05 34.29,fsrq,2.025,bzcat
5BZQJ1437+3618,14 37 18.17,+36 18 59.0,fsrq,1.117,bzcat
5BZQJ1437+3119,14 37 39.5,+31 19 00.98,fsrq,1.357,bzcat
5BZQJ1437+3519,14 37 56.46,+35 19 37.09,fsrq,0.536,bzcat
5BZQJ1438-2204,14 38 09.47,-22 04 54.69,fsrq,1.187,bzcat
5BZQJ1438-3122,14 38 10.79,-31 22 28.48,fsrq,1.287,bzcat
5BZBJ1438+1204,14 38 25.55,+12 04 18.98,bllac,0.848,bzcat
5BZQJ1438+3710,14 38 53.61,+37 10 35.39,fsrq,2.401,bzcat
5BZBJ1439+3932,14 39 17.46,+39 32 42.79,bllac,0.344,bzcat
5BZQJ1439+3712,14 39 20.58,+37 12 02.91,fsrq,1.027,bzcat
5BZQJ1439+5827,14 39 42.84,+58 27 59.18,fsrq,0.425,bzcat
5BZQJ1441-3303,14 41 19.88,-33 03 24.4,fsrq,1.479,bzcat
5BZQJ1441-3456,14 41 23.96,-34 56 45.99,fsrq,1.159,bzcat
5BZQJ1441-1523,14 41 45.41,-15 23 36.31,fsrq,2.638,bzcat
5BZQJ1442+3234,14 42 00.13,+32 34 20.31,fsrq,2.12,bzcat
5BZQJ1443+6332,14 43 58.6,+63 32 26.41,fsrq,1.4,bzcat
5BZQJ1445+0958,14 45 16.46,+09 58 36.08,fsrq,3.52,bzcat
5BZQJ1446+1721,14 46 35.34,+17 21 07.59,fsrq,1.024,bzcat
5BZQJ1448-1620,14 48 15.05,-16 20 24.5,fsrq,2.417,bzcat
5BZQJ1448+7601,14 48 28.78,+76 01 11.6,fsrq,0.899,bzcat
5BZUJ1448+0402,14 48 50.35,+04 02 19.89,uncertain,0.871,bzcat
5BZQJ1448-1122,14 48 51.16,-11 22 15.7,fsrq,2.633,bzcat
5BZUJ1449+4221,14 49 20.7,+42 21 03.31,uncertain,0.179,bzcat
5BZQJ1449-2139,14 49 39.96,-21 39 24.69,fsrq,0.938,bzcat
5BZQJ1450+0016,14 50 02.46,+00 16 29.49,fsrq,0.952,bzcat
5BZQJ1450-3619,14 50 15.65,-36 19 38.2,fsrq,0.901,bzcat
5BZQJ1450+0910,14 50 31.17,+09 10 27.98,fsrq,2.611,bzcat
5BZQJ1451-2329,14 51 02.51,-23 29 31.09,fsrq,2.215,bzcat
5BZQJ1451-0127,14 51 47.4,-01 27 35.31,fsrq,1.326,bzcat
5BZQJ1453+1036,14 53 01.49,+10 36 17.2,fsrq,2.274,bzcat
5BZQJ1453+3505,14 53 18.53,+35 05 39.4,fsrq,0.721,bzcat
5BZQJ1453-2522,14 53 44.21,-25 22 47.49,fsrq,1.202,bzcat
5BZQJ1454-3747,14 54 27.41,-37 47 33.1,fsrq,0.314,bzcat
5BZQJ1454+2955,14 54 32.29,+29 55 58.0,fsrq,0.578,bzcat
5BZQJ1454-2505,14 54 46.69,-25 05 12.51,fsrq,1.216,bzcat
5BZQJ1457-3539,14 57 26.7,-35 39 10.0,fsrq,1.424,bzcat
5BZUJ1457+0749,14 57 38.13,+07 49 54.69,uncertain,1.838,bzcat
5BZQJ1457-2819,14 57 44.59,-28 19 21.0,fsrq,1.999,bzcat
5BZBJ1458+3720,14 58 44.79,+37 20 21.58,bllac,0.333,bzcat
5BZUJ1459+7140,14 59 07.57,+71 40 19.88,uncertain,0.91,bzcat
5BZUJ1459-1810,14 59 28.75,-18 10 45.19,uncertain,0.234,bzcat
5BZQJ1459+4442,14 59 35.49,+44 42 07.88,fsrq,3.401,bzcat
5BZQJ1459+3337,14 59 58.44,+33 37 01.59,fsrq,0.645,bzcat
5BZQJ1500+4751,15 00 48.65,+47 51 15.51,fsrq,1.059,bzcat
5BZQJ1501-3828,15 01 40.49,-38 28 18.08,fsrq,1.152,bzcat
5BZQJ1504+0813,15 04 24.12,+08 13 39.61,fsrq,2.832,bzcat
5BZQJ1504+1029,15 04 24.97,+10 29 39.19,fsrq,1.839,bzcat
5BZQJ1505+0326,15 05 06.47,+03 26 30.8,fsrq,0.409,bzcat
5BZQJ1506+3730,15 06 09.53,+37 30 51.08,fsrq,0.672,bzcat
5BZBJ1506+4334,15 06 17.63,+43 34 13.51,bllac,0.47,bzcat
5BZQJ1506+8319,15 06 24.72,+83 19 27.98,fsrq,2.577,bzcat
5BZBJ1506-0540,15 06 37.0,-05 40 05.01,bllac,0.518,bzcat
5BZQJ1506-4008,15 06 37.19,-40 07 59.98,fsrq,1.031,bzcat
5BZQJ1506+4933,15 06 44.1,+49 33 55.8,fsrq,1.397,bzcat
5BZQJ1506+4239,15 06 53.04,+42 39 23.0,fsrq,0.587,bzcat
5BZQJ1507-1652,15 07 04.79,-16 52 30.28,fsrq,0.876,bzcat
5BZQJ1508+3347,15 08 23.71,+33 47 00.59,fsrq,2.209,bzcat
5BZQJ1508-1548,15 08 35.68,-15 48 31.39,fsrq,2.499,bzcat
5BZBJ1508+2709,15 08 42.6,+27 09 07.7,bllac,0.27,bzcat
5BZQJ1509-4340,15 09 35.69,-43 40 32.08,fsrq,0.776,bzcat
5BZQJ1510+5702,15 10 02.92,+57 02 43.4,fsrq,4.313,bzcat
5BZQJ1510-0543,15 10 53.58,-05 43 07.39,fsrq,1.191,bzcat
5BZUJ1511+0518,15 11 41.27,+05 18 09.28,uncertain,0.084,bzcat
5BZQJ1511-3242,15 11 50.41,-32 42 55.18,fsrq,1.105,bzcat
5BZQJ1513-3209,15 13 21.77,-32 09 32.61,fsrq,1.71,bzcat
5BZQJ1513-1012,15 13 44.88,-10 12 00.28,fsrq,1.52,bzcat
5BZQJ1513-2114,15 13 56.97,-21 14 57.51,fsrq,1.179,bzcat
5BZQJ1514+4450,15 14 36.64,+44 50 04.09,fsrq,0.57,bzcat
5BZQJ1514-4748,15 14 40.02,-47 48 29.91,fsrq,1.551,bzcat
5BZQJ1517+1332,15 17 17.15,+13 32 24.39,fsrq,1.499,bzcat
5BZBJ1517+6525,15 17 47.57,+65 25 23.3,bllac,0.702,bzcat
5BZQJ1520+4211,15 20 39.71,+42 11 11.29,fsrq,0.484,bzcat
5BZQJ1520+0732,15 20 45.53,+07 32 30.19,fsrq,1.076,bzcat
5BZQJ1521+4336,15 21 49.61,+43 36 39.31,fsrq,2.168,bzcat
5BZQJ1522+3144,15 22 09.98,+31 44 14.38,fsrq,1.489,bzcat
5BZQJ1522-2936,15 22 25.49,-29 36 25.3,fsrq,2.126,bzcat
5BZQJ1524+1521,15 24 41.61,+15 21 21.09,fsrq,0.63,bzcat
5BZQJ1525+1107,15 25 02.93,+11 07 44.11,fsrq,0.333,bzcat
5BZQJ1525+4201,15 25 23.54,+42 01 17.0,fsrq,1.195,bzcat
5BZQJ1526-0425,15 26 15.01,-04 25 09.98,fsrq,1.492,bzcat
5BZQJ1526+6650,15 26 42.86,+66 50 54.6,fsrq,3.02,bzcat
5BZQJ1526+0959,15 26 46.34,+09 59 10.5,fsrq,1.359,bzcat
5BZQJ1527+3115,15 27 18.73,+31 15 24.4,fsrq,1.392,bzcat
5BZQJ1531+4356,15 31 02.47,+43 56 37.6,fsrq,0.452,bzcat
5BZQJ1532-2716,15 32 02.57,-27 16 37.88,fsrq,0.89,bzcat
5BZQJ1532-2310,15 32 31.35,-23 10 32.91,fsrq,2.289,bzcat
5BZQJ1533-0421,15 33 14.21,-04 21 16.59,fsrq,0.84,bzcat
5BZQJ1534+0131,15 34 52.44,+01 31 04.18,fsrq,1.428,bzcat
5BZQJ1534-3526,15 34 54.68,-35 26 23.49,fsrq,1.515,bzcat
5BZQJ1535+1954,15 35 16.55,+19 54 51.29,fsrq,3.596,bzcat
5BZBJ1535+3922,15 35 29.02,+39 22 46.7,bllac,0.257,bzcat
5BZQJ1535+4957,15 35 52.03,+49 57 39.09,fsrq,1.121,bzcat
5BZUJ1536+3742,15 36 27.95,+37 42 06.91,uncertain,0.679,bzcat
5BZBJ1536+0138,15 36 46.74,+01 37 59.98,bllac,0.311,bzcat
5BZQJ1537-1527,15 37 41.57,-15 27 12.49,fsrq,1.766,bzcat
5BZQJ1538+4105,15 38 18.58,+41 05 48.3,fsrq,0.481,bzcat
5BZQJ1539+3104,15 39 16.17,+31 04 07.71,fsrq,1.211,bzcat
5BZQJ1539+2744,15 39 39.13,+27 44 38.18,fsrq,2.196,bzcat
5BZBJ1540+1447,15 40 49.49,+14 47 45.88,bllac,0.605,bzcat
5BZQJ1543+1847,15 43 43.8,+18 47 19.78,fsrq,1.396,bzcat
5BZQJ1544+3240,15 44 05.65,+32 40 48.28,fsrq,1.048,bzcat
5BZUJ1545+5259,15 45 04.91,+52 59 25.51,uncertain,0.291,bzcat
5BZQJ1545+4751,15 45 08.52,+47 51 54.68,fsrq,1.277,bzcat
5BZQJ1545+3452,15 45 10.96,+34 52 46.99,fsrq,0.516,bzcat
5BZUJ1546+0026,15 46 09.53,+00 26 24.61,uncertain,0.558,bzcat
5BZBJ1546-6837,15 46 44.34,-68 37 29.89,uncertain,0.19,bzcat
5BZQJ1548+3511,15 48 17.92,+35 11 27.99,fsrq,0.479,bzcat
5BZQJ1548+1727,15 48 55.09,+17 27 41.11,fsrq,1.879,bzcat
5BZQJ1550+0527,15 50 35.27,+05 27 10.4,fsrq,1.422,bzcat
5BZUJ1550+1120,15 50 43.59,+11 20 47.4,uncertain,0.436,bzcat
5BZQJ1551+5806,15 51 58.2,+58 06 44.38,fsrq,1.324,bzcat
5BZQJ1553+1256,15 53 32.69,+12 56 51.68,fsrq,1.309,bzcat
5BZQJ1554-2704,15 54 02.46,-27 04 40.18,fsrq,2.145,bzcat
5BZQJ1555-0326,15 55 30.75,-03 26 49.48,fsrq,2.3,bzcat
5BZQJ1556+3517,15 56 33.77,+35 17 57.3,fsrq,6.802,bzcat
5BZQJ1556-7914,15 56 58.86,-79 14 04.3,fsrq,0.152,bzcat
5BZUJ1557+3304,15 57 29.94,+33 04 46.88,uncertain,0.943,bzcat
5BZQJ1557-0001,15 57 51.42,-00 01 50.41,fsrq,1.77,bzcat
5BZQJ1558+3323,15 58 55.19,+33 23 18.6,fsrq,1.661,bzcat
5BZQJ1559+0304,15 59 30.96,+03 04 48.28,fsrq,3.895,bzcat
5BZQJ1559-2442,15 59 41.4,-24 42 38.8,fsrq,2.815,bzcat
5BZUJ1602+2646,16 02 39.61,+26 46 05.98,uncertain,0.372,bzcat
5BZUJ1603+1554,16 03 38.05,+15 54 02.41,uncertain,0.11,bzcat
5BZQJ1603+5730,16 03 55.92,+57 30 54.39,fsrq,2.85,bzcat
5BZQJ1604+5714,16 04 37.34,+57 14 36.7,fsrq,0.72,bzcat
5BZQJ1605+3001,16 05 33.05,+30 01 29.71,fsrq,2.404,bzcat
5BZQJ1606+2032,16 06 05.82,+20 32 08.7,fsrq,0.383,bzcat
5BZBJ1606+1345,16 06 18.37,+13 45 32.79,bllac,0.29,bzcat
5BZBJ1606+5630,16 06 20.87,+56 30 17.49,uncertain,0.45,bzcat
5BZBJ1607+2541,16 07 40.59,+25 41 15.68,bllac,0.534,bzcat
5BZUJ1608+6018,16 08 20.53,+60 18 28.18,uncertain,0.178,bzcat
5BZQJ1608+5613,16 08 20.75,+56 13 56.38,fsrq,3.084,bzcat
5BZQJ1608+1029,16 08 46.19,+10 29 07.8,fsrq,1.226,bzcat
5BZBJ1610+4516,16 10 03.36,+45 16 41.8,bllac,0.596,bzcat
5BZQJ1610-3958,16 10 21.88,-39 58 58.29,fsrq,0.518,bzcat
5BZQJ1610+2414,16 10 42.02,+24 14 48.98,fsrq,1.449,bzcat
5BZQJ1612-2239,16 12 28.4,-22 39 47.08,fsrq,1.54,bzcat
5BZQJ1613+3412,16 13 41.05,+34 12 47.91,fsrq,1.397,bzcat
5BZQJ1616+3023,16 16 02.58,+30 23 39.8,fsrq,2.452,bzcat
5BZQJ1616+4632,16 16 03.77,+46 32 25.18,fsrq,0.95,bzcat
5BZQJ1616+3636,16 16 06.01,+36 36 14.39,fsrq,1.364,bzcat
5BZQJ1616-7108,16 16 30.64,-71 08 31.41,fsrq,2.271,bzcat
5BZQJ1616+0459,16 16 37.56,+04 59 32.71,fsrq,3.217,bzcat
5BZQJ1617+3801,16 17 48.41,+38 01 41.8,fsrq,1.607,bzcat
5BZQJ1617-7717,16 17 49.27,-77 17 18.49,fsrq,1.71,bzcat
5BZQJ1617+0246,16 17 49.91,+02 46 43.1,fsrq,1.339,bzcat
5BZQJ1618+0819,16 18 26.93,+08 19 50.7,fsrq,0.446,bzcat
5BZUJ1618+2159,16 18 47.93,+21 59 25.51,uncertain,0.336,bzcat
5BZQJ1619+3030,16 19 02.5,+30 30 51.58,fsrq,1.288,bzcat
5BZQJ1619+0613,16 19 03.69,+06 13 02.2,fsrq,2.096,bzcat
5BZQJ1619+2247,16 19 14.82,+22 47 47.9,fsrq,1.987,bzcat
5BZQJ1619+5256,16 19 42.38,+52 56 13.41,fsrq,2.347,bzcat
5BZQJ1620+3515,16 20 04.73,+35 15 54.5,fsrq,2.96,bzcat
5BZQJ1620+4901,16 20 31.22,+49 01 53.29,fsrq,1.513,bzcat
