bname,other_name,ra,dec,z,rmag,btype,flux_1400MHz,flux_143GHz,flux_xray,flux_fermi,aro,aox,arx,catalog
5BZBJ0850+4854,PCCS1217G170.46+,08 50 00.35,+48 54 58.78,0.0,18.5,bllac,92.0,0,0.0,1.8E-9,0.58,-9.9,-9.9,bzcat
5BZGJ0850+4036,GB6J0850+4036,08 50 04.67,+40 36 08.09,0.267,17.4,bllac_gal,132.0,0,0.83,0.0,0.465,1.358,0.778,bzcat
5BZQJ0850-1213,PCCS1217G238.65+,08 50 09.64,-12 13 35.39,0.566,18.4,fsrq,323.0,500,0.49,4.6E-9,0.724,1.216,0.922,bzcat
5BZQJ0850+5931,BZQJ0850+5931,08 50 10.24,+59 31 18.01,1.71,16.6,fsrq,19.0,0,0.0,0.0,0.303,-9.9,-9.9,bzcat
5BZGJ0850+3455,1RXSJ085034.5+34,08 50 36.19,+34 55 22.8,0.145,16.2,bllac_gal,35.0,0,0.65,4.0E-10,0.231,1.59,0.696,bzcat
5BZBJ0851+0549,ROXAJ085102.9+05,08 51 02.99,+05 49 05.91,0.486,19.1,bllac,7.0,0,0.65,0.0,0.386,1.037,0.623,bzcat
5BZBJ0851+5528,SDSSJ085135.93+5,08 51 35.93,+55 28 34.71,0.0,18.1,bllac,108.0,0,0.0,0.0,0.473,-9.9,-9.9,bzcat
5BZQJ0852+2833,B2 0849+28,08 52 05.15,+28 33 59.61,1.282,19.0,fsrq,232.0,0,0.23,0.0,0.709,1.203,0.912,bzcat
5BZQJ0852+4734,GB6J0852+4735,08 52 20.52,+47 34 59.01,2.42,20.2,fsrq,67.0,0,0.71,0.0,0.687,0.793,0.73,bzcat
5BZGJ0852+2433,GB6J0852+2433,08 52 29.1,+24 33 54.39,0.358,18.3,bllac_gal,61.0,0,0.17,0.0,0.442,1.483,0.803,bzcat
5BZQJ0853-0150,CGRaBSJ0853-0150,08 53 01.32,-01 50 48.01,1.498,18.9,fsrq,124.0,0,0.0,0.0,0.635,-9.9,-9.9,bzcat
5BZQJ0853+2813,MS 08502+2825,08 53 17.82,+28 13 50.08,0.92,18.0,fsrq,68.0,0,0.11,0.0,0.537,1.488,0.892,bzcat
5BZBJ0854+4408,RXJ08541+4408,08 54 09.89,+44 08 30.4,0.0,16.9,bllac,79.0,0,1.79,0.0,0.411,1.306,0.714,bzcat
5BZBJ0854+2754,2E0851.1+2806,08 54 10.18,+27 54 21.7,0.494,19.3,bllac,15.0,0,0.29,0.0,0.492,1.093,0.711,bzcat
5BZQJ0854+5327,SDSSJ08542+5327,08 54 17.59,+53 27 35.31,2.418,17.2,fsrq,25.0,0,0.0,0.0,0.366,-9.9,-9.9,bzcat
5BZQJ0854+5757,S40850+581,08 54 41.99,+57 57 29.98,1.322,17.7,fsrq,1102.0,0,0.26,0.0,0.727,1.39,0.978,bzcat
5BZBJ0854+2006,PKS0851+202,08 54 48.88,+20 06 30.81,0.306,15.4,bllac,1512.0,0,1.79,3.5E-9,0.576,1.527,0.92,bzcat
5BZBJ0854+6218,GB6J0854+6219,08 54 50.56,+62 18 50.18,0.267,18.3,bllac,387.0,0,0.82,0.0,0.691,1.045,0.817,bzcat
5BZBJ0855+2601,BZBJ0855+2601,08 55 06.41,+26 01 42.2,0.695,20.0,bllac,30.0,0,0.0,0.0,0.581,-9.9,-9.9,bzcat
5BZBJ0855+4237,BZBJ0855+4237,08 55 48.59,+42 37 13.0,0.517,20.3,bllac,4.0,0,0.49,0.0,0.507,0.753,0.607,bzcat
5BZQJ0855-0021,TEX0853-001,08 55 54.47,-00 21 46.18,1.363,19.1,fsrq,185.0,0,0.0,0.0,0.671,-9.9,-9.9,bzcat
5BZGJ0856+5418,SDSSJ085608.5+54,08 56 08.34,+54 18 55.4,0.259,16.7,bllac_gal,57.0,0,1.24,0.0,0.297,1.397,0.674,bzcat
5BZUJ0856+0140,SDSSJ085638.5+01,08 56 38.51,+01 40 00.91,0.448,19.2,uncertain,5.0,0,0.0,0.0,0.315,-9.9,-9.9,bzcat
5BZBJ0856+2057,2FGLJ0856.3+2058,08 56 39.75,+20 57 43.48,0.0,18.2,bllac,205.0,0,0.0,7.0E-10,0.577,-9.9,-9.9,bzcat
5BZBJ0856-1105,1RXSJ085641.9-11,08 56 41.81,-11 05 14.38,0.0,17.0,bllac,475.0,0,0.35,2.9E-9,0.613,1.571,0.938,bzcat
5BZQJ0856+1739,GB6J0856+1740,08 56 56.68,+17 39 47.91,0.516,20.7,fsrq,30.0,0,0.0,0.0,0.759,-9.9,-9.9,bzcat
5BZQJ0856+2111,SDSSJ08569+2111,08 56 57.23,+21 11 43.79,2.098,19.5,fsrq,396.0,0,0.0,0.0,0.781,-9.9,-9.9,bzcat
5BZGJ0857+0627,1RXSJ085731.1+06,08 57 29.75,+06 27 25.19,0.338,19.3,bllac_gal,12.0,0,0.34,0.0,0.397,1.226,0.69,bzcat
5BZBJ0857+0135,GB6J0857+0135,08 57 49.8,+01 35 30.3,0.281,17.5,bllac,89.0,0,0.72,0.0,0.482,1.289,0.767,bzcat
5BZQJ0858-1950,PKS 0855-19,08 58 05.35,-19 50 36.88,0.659,18.9,fsrq,1226.0,471,0.48,8.0E-10,0.77,1.189,0.914,bzcat
5BZBJ0859+0047,0856+0059,08 59 20.56,+00 47 12.08,0.0,18.8,bllac,39.0,0,2.59,0.0,0.507,0.903,0.642,bzcat
5BZBJ0859+6217,1RXSJ085930.5+62,08 59 30.62,+62 17 30.51,0.0,19.2,uncertain,22.0,0,0.64,0.0,0.454,1.151,0.69,bzcat
5BZQJ0900+4108,GB6B0857+4120,09 00 21.42,+41 08 22.88,1.629,18.4,fsrq,271.0,0,0.0,0.0,0.637,-9.9,-9.9,bzcat
5BZBJ0900+6742,GB6B0856+6754,09 00 38.74,+67 42 23.4,0.0,19.8,bllac,99.0,0,0.0,5.0E-10,0.683,-9.9,-9.9,bzcat
5BZQJ0900-2808,PKS 0858-279,09 00 40.03,-28 08 20.29,2.16,18.2,fsrq,1474.0,0,0.45,0.0,0.756,1.266,0.982,bzcat
5BZQJ0901+0448,GB6B0858+0501,09 01 11.86,+04 48 58.89,1.863,19.4,fsrq,94.0,0,0.0,0.0,0.647,-9.9,-9.9,bzcat
5BZQJ0901-0037,PKS0858-004,09 01 25.84,-00 37 03.21,1.9,19.9,fsrq,329.0,0,0.0,0.0,0.796,-9.9,-9.9,bzcat
5BZBJ0901+3752,BZBJ0901+3752,09 01 39.02,+37 52 46.3,0.477,19.1,bllac,18.0,0,0.0,0.0,0.485,-9.9,-9.9,bzcat
5BZQJ0901-0702,CRATESJ090146-07,09 01 44.23,-07 02 16.11,1.738,18.3,fsrq,150.0,0,0.15,0.0,0.605,1.365,0.889,bzcat
5BZQJ0901+6551,1RXSJ090142.8+65,09 01 46.67,+65 51 50.0,2.072,20.6,fsrq,228.0,0,0.39,0.0,0.812,0.851,0.82,bzcat
5BZBJ0902+4544,SDSSJ090207.95+4,09 02 07.94,+45 44 32.99,0.289,18.6,bllac,21.0,0,0.0,0.0,0.521,-9.9,-9.9,bzcat
5BZQJ0902-1415,PKS0859-14,09 02 16.82,-14 15 30.88,1.333,16.4,fsrq,2898.0,0,0.65,0.0,0.686,1.453,0.956,bzcat
5BZQJ0902+5402,CRATESJ090219+54,09 02 19.29,+54 02 57.3,1.682,19.2,fsrq,163.0,0,0.0,0.0,0.685,-9.9,-9.9,bzcat
5BZBJ0902+2050,SDSSJ090226.91+2,09 02 26.9,+20 50 46.39,0.0,16.3,bllac,59.0,0,0.32,9.0E-10,0.271,1.696,0.755,bzcat
5BZQJ0902+4310,S4 0859+43,09 02 30.91,+43 10 14.19,2.41,20.6,fsrq,341.0,0,0.0,0.0,0.861,-9.9,-9.9,bzcat
5BZQJ0903-1721,CGRaBSJ0903-1721,09 03 00.01,-17 21 05.18,0.872,18.7,fsrq,143.0,0,0.0,0.0,0.64,-9.9,-9.9,bzcat
5BZQJ0903+4651,S40859+470,09 03 03.99,+46 51 04.1,1.462,19.0,fsrq,1755.0,0,0.25,4.0E-10,0.863,1.182,0.984,bzcat
5BZGJ0903+4055,1RXSJ090315.3+40,09 03 14.71,+40 55 59.7,0.188,17.1,bllac_gal,36.0,0,2.0,0.0,0.329,1.258,0.651,bzcat
5BZBJ0903+2853,SDSSJ090334.27+2,09 03 34.26,+28 53 59.2,0.0,19.3,bllac,79.0,0,0.0,0.0,0.604,-9.9,-9.9,bzcat
5BZQJ0903+6757,S4 0859+68,09 03 53.15,+67 57 22.71,1.499,18.6,fsrq,551.0,0,0.18,0.0,0.74,1.308,0.966,bzcat
5BZQJ0903+5151,S4 0900+52,09 03 58.56,+51 51 00.68,1.537,19.8,fsrq,336.0,0,0.0,0.0,0.797,-9.9,-9.9,bzcat
5BZQJ0904-2552,PKS 0902-256,09 04 52.19,-25 52 51.81,1.635,17.4,fsrq,412.0,0,0.0,0.0,0.595,-9.9,-9.9,bzcat
5BZBJ0905+1358,1FGL_J0905.5+135,09 05 34.98,+13 58 06.38,0.0,16.3,bllac,129.0,0,0.48,1.5E-9,0.369,1.631,0.797,bzcat
5BZGJ0905+4705,GB6J0905+4706,09 05 36.45,+47 05 46.39,0.174,16.8,bllac_gal,102.0,0,0.0,0.0,0.401,-9.9,-9.9,bzcat
5BZQJ0905+2849,GB6J0905+2849,09 05 41.76,+28 49 28.3,1.216,18.8,fsrq,200.0,0,0.0,0.0,0.672,-9.9,-9.9,bzcat
5BZGJ0906+4636,GB6B0902+4648,09 06 15.54,+46 36 19.0,0.085,15.6,bllac_gal,291.0,0,0.0,0.0,0.372,-9.9,-9.9,bzcat
5BZBJ0906-0905,2FGLJ0906.2-0906,09 06 18.05,-09 05 44.91,0.0,18.6,bllac,74.0,0,0.26,8.0E-10,0.541,1.337,0.811,bzcat
5BZQJ0906+6930,QJ0906+6930,09 06 30.75,+69 30 30.38,5.47,21.7,fsrq,93.0,0,0.11,0.0,0.753,0.97,0.89,bzcat
5BZQJ0906-2019,1RXSJ090651.6-20,09 06 51.3,-20 19 54.69,0.774,17.5,fsrq,606.0,0,0.58,0.0,0.629,1.368,0.897,bzcat
5BZGJ0906+4124,CRATESJ090650+41,09 06 52.79,+41 24 29.59,0.027,13.7,bllac_gal,54.0,0,0.0,0.0,0.137,-9.9,-9.9,bzcat
5BZBJ0907+0857,BZBJ0907+0857,09 07 00.07,+08 57 51.29,0.0,19.6,bllac,11.0,0,0.0,0.0,0.523,-9.9,-9.9,bzcat
5BZUJ0908-0959,2E0905.6-0947,09 08 02.21,-09 59 37.6,0.054,11.8,uncertain,182.0,0,1.33,0.0,0.054,2.162,0.771,bzcat
5BZQJ0908+4150,B30905+420,09 08 35.86,+41 50 46.21,0.733,18.6,fsrq,229.0,0,0.84,0.0,0.631,1.136,0.817,bzcat
5BZBJ0908+1609,BZBJ0908+1609,09 08 55.92,+16 09 54.79,0.0,19.4,bllac,184.0,0,0.0,0.0,0.74,-9.9,-9.9,bzcat
5BZBJ0909+2311,SDSSJ09089+2311,09 09 00.61,+23 11 12.91,0.223,17.9,bllac,47.0,0,0.48,9.0E-10,0.5,1.171,0.734,bzcat
5BZQJ0909+0121,4C01.24,09 09 10.08,+01 21 35.6,1.024,17.4,fsrq,760.0,917,0.69,3.2E-9,0.682,1.272,0.907,bzcat
5BZQJ0909-7445,PKS0909-745,09 09 20.94,-74 45 08.1,1.238,18.6,fsrq,626.0,0,0.0,0.0,0.694,-9.9,-9.9,bzcat
5BZQJ0909+5216,GB6J0909+5216,09 09 24.67,+52 16 32.59,0.41,17.7,fsrq,87.0,0,0.55,0.0,0.473,1.301,0.754,bzcat
5BZUJ0909+4253,3C216,09 09 33.48,+42 53 46.5,0.67,18.8,uncertain,4234.0,487,0.4,0.0,0.822,1.248,0.971,bzcat
5BZBJ0909+0200,PKS0907+022,09 09 39.84,+02 00 05.29,0.0,18.6,bllac,157.0,0,0.0,7.0E-10,0.655,-9.9,-9.9,bzcat
5BZQJ0909-0231,PKS 0907-023,09 09 44.92,-02 31 30.28,0.957,18.5,fsrq,625.0,0,0.14,2.0E-9,0.736,1.367,0.959,bzcat
5BZBJ0909+3106,B2 0906+31,09 09 53.28,+31 06 03.09,0.272,16.9,bllac,195.0,0,3.59,0.0,0.45,1.138,0.688,bzcat
5BZBJ0910+3329,GB6B0907+3341,09 10 37.06,+33 29 24.5,0.0,16.1,bllac,105.0,0,1.28,1.0E-9,0.368,1.49,0.749,bzcat
5BZQJ0910+2248,GB6J0910+2248,09 10 42.12,+22 48 35.6,2.661,20.9,fsrq,108.0,0,0.09,1.2E-9,0.777,1.039,0.896,bzcat
5BZBJ0910+2548,SDSSJ091045.30+2,09 10 45.29,+25 48 12.81,0.385,18.7,bllac,47.0,0,0.0,0.0,0.533,-9.9,-9.9,bzcat
5BZBJ0910+3902,FIRSTJ09108+3902,09 10 52.03,+39 02 02.11,0.0,17.6,bllac,9.0,0,0.0,0.0,0.267,-9.9,-9.9,bzcat
5BZBJ0911+3349,GC0908+34,09 11 47.76,+33 49 16.71,0.456,18.8,bllac,380.0,0,0.0,0.0,0.701,-9.9,-9.9,bzcat
5BZBJ0911+2949,SDSSJ091151.34+2,09 11 51.34,+29 49 29.38,0.446,18.6,bllac,27.0,0,0.0,0.0,0.478,-9.9,-9.9,bzcat
5BZGJ0912+5320,1RXSJ091201.6+53,09 12 01.68,+53 20 35.69,0.102,15.9,bllac_gal,169.0,0,0.22,0.0,0.342,1.814,0.844,bzcat
5BZBJ0912+2759,1RXSJ091211.9+27,09 12 11.21,+27 59 27.88,0.0,18.8,bllac,4.0,0,0.6,4.0E-10,0.319,1.134,0.595,bzcat
5BZQJ0912+4126,B30908+416B,09 12 11.6,+41 26 09.31,2.563,20.3,fsrq,346.0,0,0.0,5.0E-10,0.835,-9.9,-9.9,bzcat
5BZGJ0912+4235,B30909+428,09 12 27.23,+42 35 45.09,0.266,17.7,bllac_gal,86.0,0,0.17,0.0,0.393,1.574,0.794,bzcat
5BZGJ0912+1555,1RXSJ091230.8+15,09 12 30.6,+15 55 27.98,0.212,17.4,bllac_gal,29.0,0,3.56,4.0E-10,0.331,1.122,0.607,bzcat
5BZBJ0913-2103,MC1 0910-208,09 13 00.17,-21 03 20.91,0.198,15.2,bllac,328.0,0,12.4,8.0E-10,0.343,1.295,0.673,bzcat
5BZQJ0914+0245,PKS0912+029,09 14 37.91,+02 45 59.18,0.427,19.5,fsrq,442.0,379,0.36,0.0,0.834,1.094,0.944,bzcat
5BZQJ0915+0007,PKS0913+003,09 15 51.7,+00 07 13.29,3.074,20.6,fsrq,355.0,0,0.0,0.0,0.865,-9.9,-9.9,bzcat
5BZBJ0915+2933,B2 0912+29,09 15 52.39,+29 33 24.01,0.0,15.9,bllac,342.0,0,6.25,2.1E-9,0.417,1.257,0.702,bzcat
5BZBJ0915+4738,1RXSJ091553.3+47,09 15 52.95,+47 38 20.11,0.408,19.0,bllac,7.0,0,0.22,0.0,0.437,1.125,0.684,bzcat
5BZQJ0916+3854,S40913+391,09 16 48.9,+38 54 28.18,1.267,18.4,fsrq,1005.0,444,0.19,4.0E-10,0.76,1.324,0.952,bzcat
5BZGJ0916+5238,RXJ09168+5238,09 16 51.94,+52 38 28.39,0.19,16.7,bllac_gal,73.0,0,3.83,0.0,0.372,1.211,0.665,bzcat
5BZQJ0917-2131,PKS 0915-213,09 17 27.01,-21 31 34.5,0.847,17.6,fsrq,651.0,0,0.27,0.0,0.645,1.443,0.925,bzcat
5BZBJ0917+4029,GB6B0914+4042,09 17 40.12,+40 29 29.79,0.0,19.4,bllac,108.0,0,0.0,0.0,0.614,-9.9,-9.9,bzcat
5BZBJ0918+0213,BZBJ0918+0213,09 18 48.58,+02 13 21.79,0.0,18.9,bllac,7.0,0,0.0,0.0,0.377,-9.9,-9.9,bzcat
5BZBJ0919+3324,BZBJ0919+3324,09 19 08.78,+33 24 41.9,0.0,20.8,bllac,178.0,0,0.0,0.0,0.931,-9.9,-9.9,bzcat
5BZBJ0919+1106,1RXSJ091926.6+11,09 19 25.66,+11 06 59.5,0.425,18.9,bllac,35.0,0,1.13,0.0,0.536,0.94,0.689,bzcat
5BZBJ0920+3910,BZBJ0920+3910,09 20 15.67,+39 10 13.9,0.607,20.0,bllac,8.0,0,0.53,0.0,0.515,0.833,0.642,bzcat
5BZQJ0920-2956,CGRaBSJ0920-2956,09 20 43.19,-29 56 30.29,0.465,16.8,fsrq,366.0,0,0.94,0.0,0.518,1.426,0.836,bzcat
5BZQJ0920+4441,S40917+44,09 20 58.45,+44 41 53.98,2.19,17.9,fsrq,1017.0,1429,1.04,9.1E-9,0.74,1.089,0.895,bzcat
5BZQJ0921+7136,S50916+718,09 21 23.94,+71 36 12.38,0.594,19.0,fsrq,490.0,0,0.34,0.0,0.734,1.168,0.884,bzcat
5BZQJ0921-2618,PKS0919-260,09 21 29.34,-26 18 43.41,2.3,18.2,fsrq,1290.0,544,0.0,0.0,0.76,-9.9,-9.9,bzcat
5BZQJ0921+6215,S40917+62,09 21 36.23,+62 15 52.19,1.446,18.7,fsrq,946.0,472,0.0,8.0E-10,0.798,-9.9,-9.9,bzcat
5BZUJ0921-8209,PKSB0924-819,09 21 42.7,-82 09 36.21,1.291,0.0,uncertain,212.0,133,0.0,0.0,-9.9,-9.9,-9.9,bzcat
5BZBJ0921+2335,2FGLJ0921.9+2335,09 21 45.36,+23 35 48.08,0.0,18.2,bllac,23.0,0,0.16,5.0E-10,0.417,1.488,0.78,bzcat
5BZBJ0921+2455,BZBJ0921+2455,09 21 46.79,+24 55 41.3,0.0,19.8,bllac,11.0,0,0.0,5.0E-10,0.563,-9.9,-9.9,bzcat
5BZBJ0922+2346,GB6B0919+2359,09 22 16.38,+23 46 45.51,0.0,18.9,bllac,54.0,0,0.0,0.0,0.506,-9.9,-9.9,bzcat
5BZQJ0922-0529,BZQJ0922-0529,09 22 23.67,-05 29 07.18,0.974,16.9,fsrq,490.0,0,0.44,0.0,0.596,1.424,0.893,bzcat
5BZUJ0923+4125,GB6J0923+4125,09 23 31.3,+41 25 27.4,0.0,20.0,uncertain,199.0,0,0.0,1.0E-9,0.718,-9.9,-9.9,bzcat
5BZUJ0923-2135,PKS 0921-213,09 23 38.88,-21 35 47.11,0.053,13.5,uncertain,268.0,0,4.8,0.0,0.254,1.693,0.745,bzcat
5BZQJ0923+2815,PLCKERC217G198.8,09 23 51.52,+28 15 25.09,0.744,19.1,fsrq,273.0,783,0.0,6.0E-10,0.734,-9.9,-9.9,bzcat
5BZBJ0924+0533,1RXSJ092401.1+05,09 24 01.03,+05 33 45.39,0.0,18.3,bllac,7.0,0,2.38,0.0,0.307,1.022,0.549,bzcat
5BZBJ0924+5300,1RXSJ092406.9+53,09 24 05.81,+53 00 33.8,0.64,20.2,bllac,8.0,0,0.2,0.0,0.541,0.943,0.697,bzcat
5BZQJ0924+0309,1RXSJ092414.5+03,09 24 14.7,+03 09 00.79,0.128,16.2,fsrq,25.0,0,0.92,0.0,0.323,1.482,0.723,bzcat
5BZQJ0925+0019,PKS 0922+005,09 25 07.81,+00 19 13.9,1.72,17.2,fsrq,736.0,0,0.0,0.0,0.658,-9.9,-9.9,bzcat
5BZBJ0925+5958,1RXSJ092543.0+59,09 25 42.89,+59 58 16.71,0.0,19.1,bllac,9.0,0,0.58,0.0,0.429,1.061,0.643,bzcat
5BZBJ0925+3127,B2 0922+31B,09 25 43.65,+31 27 10.69,0.0,18.5,bllac,383.0,0,0.0,0.0,0.685,-9.9,-9.9,bzcat
5BZQJ0925+1658,GB6J0925+1658,09 25 49.96,+16 58 12.21,1.545,17.0,fsrq,90.0,0,1.42,0.0,0.473,1.205,0.779,bzcat
5BZQJ0926+4029,S4 0922+40,09 26 00.42,+40 29 49.7,1.879,20.1,fsrq,285.0,0,0.0,0.0,0.795,-9.9,-9.9,bzcat
5BZBJ0926+0803,BZBJ0926+0803,09 26 42.18,+08 03 00.28,0.0,19.8,bllac,31.0,0,0.0,0.0,0.637,-9.9,-9.9,bzcat
5BZQJ0927+3902,4C39.25,09 27 03.0,+39 02 20.9,0.695,16.6,fsrq,2885.0,3597,2.13,0.0,0.769,1.223,0.959,bzcat
5BZGJ0927+5327,1RXSJ092710.8+53,09 27 10.6,+53 27 31.6,0.201,17.0,bllac_gal,5.0,0,1.08,0.0,0.153,1.376,0.575,bzcat
5BZGJ0927+5545,1RXSJ092742.3+55,09 27 40.63,+55 45 47.98,0.221,17.4,bllac_gal,78.0,0,0.18,0.0,0.386,1.612,0.806,bzcat
5BZGJ0927-0900,CRATESJ092748-09,09 27 46.9,-09 00 21.99,0.254,19.0,bllac_gal,148.0,0,0.22,0.0,0.624,1.342,0.881,bzcat
5BZQJ0927-2034,PKS 0925-203,09 27 51.82,-20 34 51.2,0.348,16.0,fsrq,842.0,1052,2.36,6.0E-10,0.551,1.335,0.823,bzcat
5BZQJ0928+4446,BZQJ0928+4446,09 28 24.13,+44 46 04.8,1.904,18.3,fsrq,170.0,0,0.0,0.0,0.622,-9.9,-9.9,bzcat
5BZBJ0928+4048,1RXSJ092837.8+40,09 28 37.43,+40 48 45.28,0.0,18.3,bllac,7.0,0,0.25,0.0,0.312,1.387,0.677,bzcat
5BZBJ0929+1945,SDSSJ092902.42+1,09 29 02.41,+19 45 25.09,0.0,19.0,bllac,5.0,0,0.0,0.0,0.356,-9.9,-9.9,bzcat
5BZBJ0929+5013,RXJ09292+5013,09 29 15.43,+50 13 36.01,0.0,16.5,bllac,522.0,355,0.58,7.0E-10,0.545,1.558,0.889,bzcat
5BZBJ0929+8612,S5 0916+864,09 29 43.06,+86 12 21.31,0.0,19.2,bllac,143.0,0,0.14,1.0E-9,0.724,1.319,0.926,bzcat
5BZQJ0930+4644,1RXSJ093034.7+46,09 30 35.08,+46 44 08.59,2.032,18.6,fsrq,356.0,0,0.47,0.0,0.698,1.12,0.845,bzcat
5BZBJ0930+4950,1ES0927+500,09 30 37.56,+49 50 25.58,0.187,17.6,bllac,21.0,0,16.7,0.0,0.451,0.591,0.506,bzcat
5BZQJ0930+0034,PKS 0928+008,09 30 52.25,+00 34 58.9,1.771,19.4,fsrq,297.0,0,0.0,0.0,0.756,-9.9,-9.9,bzcat
5BZBJ0930+3503,OK+347,09 30 55.27,+35 03 37.51,0.0,20.1,bllac,484.0,0,0.48,0.0,0.911,0.807,0.876,bzcat
5BZBJ0930+3933,RXJ09309+3933,09 30 56.83,+39 33 35.6,0.638,21.0,bllac,12.0,0,1.09,0.0,0.654,0.508,0.624,bzcat
5BZGJ0932+3630,GB6B0929+3643,09 32 09.6,+36 30 02.59,0.154,16.7,bllac_gal,52.0,0,0.38,0.0,0.315,1.598,0.754,bzcat
5BZQJ0932-2016,CRATESJ093219-20,09 32 19.59,-20 16 37.2,1.236,18.8,fsrq,271.0,0,0.0,0.0,0.685,-9.9,-9.9,bzcat
5BZBJ0932+1042,GB6B0929+1056,09 32 39.35,+10 42 35.09,0.361,18.0,bllac,32.0,0,0.55,0.0,0.497,1.26,0.784,bzcat
5BZQJ0932+5306,S4 0929+533,09 32 41.15,+53 06 33.8,0.597,18.8,fsrq,482.0,0,0.0,0.0,0.735,-9.9,-9.9,bzcat
5BZQJ0933+4615,5C5.004,09 33 09.31,+46 15 35.49,0.778,18.4,fsrq,29.0,0,0.18,0.0,0.457,1.349,0.765,bzcat
5BZUJ0933+0003,BZBJ0933+0003,09 33 10.56,+00 03 23.5,0.0,20.7,uncertain,3.0,0,0.61,0.0,0.406,0.915,0.578,bzcat
5BZQJ0933-0819,PCCS1217G242.17+,09 33 17.1,-08 19 10.88,0.903,19.0,fsrq,316.0,0,0.0,0.0,0.727,-9.9,-9.9,bzcat
5BZBJ0934+3926,2FGLJ0934.7+3932,09 34 06.66,+39 26 32.2,0.0,19.5,bllac,118.0,0,0.0,4.0E-10,0.752,-9.9,-9.9,bzcat
5BZQJ0934+4908,5C 1.12,09 34 15.76,+49 08 21.69,2.582,19.1,fsrq,801.0,0,0.0,0.0,0.809,-9.9,-9.9,bzcat
5BZBJ0934-1721,1RXSJ093430.2-17,09 34 30.18,-17 21 20.98,0.0,17.5,bllac,29.0,0,3.08,0.0,0.341,1.149,0.615,bzcat
5BZQJ0935-3332,PKS0933-333,09 35 09.23,-33 32 37.71,2.906,18.9,fsrq,236.0,0,0.0,0.0,0.648,-9.9,-9.9,bzcat
5BZBJ0936+1850,GB6J0936+1850,09 36 27.66,+18 50 03.3,0.0,18.8,bllac,59.0,0,0.0,0.0,0.562,-9.9,-9.9,bzcat
5BZQJ0937+5008,5C1.033,09 37 12.32,+50 08 52.11,0.276,18.8,fsrq,167.0,0,0.83,5.0E-10,0.694,1.077,0.837,bzcat
5BZBJ0938+3717,SDSSJ093807.86+3,09 38 07.86,+37 17 51.39,0.56,19.2,bllac,54.0,0,0.0,0.0,0.529,-9.9,-9.9,bzcat
5BZQJ0938-0708,TEX0936-069,09 38 56.09,-07 08 00.59,1.281,19.9,fsrq,235.0,0,0.0,0.0,0.778,-9.9,-9.9,bzcat
5BZQJ0939+4141,B30936+419,09 39 49.61,+41 41 54.2,1.224,18.7,fsrq,245.0,0,0.0,0.0,0.676,-9.9,-9.9,bzcat
5BZGJ0940+6148,1RXSJ094020.7+61,09 40 22.44,+61 48 26.2,0.211,17.6,bllac_gal,12.0,0,1.28,6.0E-10,0.275,1.255,0.615,bzcat
5BZQJ0941-1335,TEX0938-133,09 41 02.54,-13 35 51.0,0.551,18.4,fsrq,290.0,0,0.0,0.0,0.661,-9.9,-9.9,bzcat
5BZQJ0941+2728,CRATESJ094147+27,09 41 48.11,+27 28 38.78,1.305,18.9,fsrq,177.0,0,0.0,5.0E-10,0.675,-9.9,-9.9,bzcat
5BZBJ0941+2722,2FGLJ0941.4+2724,09 41 52.4,+27 22 17.79,0.0,20.4,bllac,105.0,0,0.0,5.0E-10,0.787,-9.9,-9.9,bzcat
5BZQJ0941-8615,CRATESJ094143-86,09 41 55.61,-86 15 01.8,3.697,20.0,fsrq,81.0,0,0.0,0.0,0.624,-9.9,-9.9,bzcat
5BZQJ0942+6403,GB6B0938+6416,09 42 03.9,+64 03 11.3,0.952,20.2,fsrq,75.0,0,0.0,0.0,0.707,-9.9,-9.9,bzcat
5BZBJ0942-0759,2FGLJ0941.9-0755,09 42 21.46,-07 59 53.19,0.0,18.8,bllac,217.0,0,0.0,4.0E-10,0.723,-9.9,-9.9,bzcat
5BZBJ0942+2844,1RXSJ094221.1+28,09 42 23.29,+28 44 14.38,0.366,19.4,bllac,22.0,0,0.2,0.0,0.586,1.045,0.754,bzcat
5BZBJ0942+5416,SDSSJ094245.30+5,09 42 45.29,+54 16 20.49,0.0,20.2,bllac,11.0,0,0.0,0.0,0.6,-9.9,-9.9,bzcat
5BZQJ0943+1702,BZQJ0943+1702,09 43 17.22,+17 02 18.88,1.598,20.9,fsrq,290.0,0,0.0,0.0,0.875,-9.9,-9.9,bzcat
5BZBJ0943-0709,1RXSJ094355.3-07,09 43 55.56,-07 09 50.18,0.433,19.2,bllac,7.0,0,1.33,0.0,0.447,0.804,0.582,bzcat
5BZBJ0944+5735,1RXSJ094432.8+57,09 44 32.33,+57 35 36.09,0.0,19.7,bllac,2.0,0,1.27,0.0,0.415,0.707,0.514,bzcat
5BZBJ0944+5557,1WGAJ0944.7+5557,09 44 41.46,+55 57 52.88,0.0,19.8,bllac,29.0,0,0.02,0.0,0.652,1.383,0.9,bzcat
5BZBJ0944-1347,RXSJ09449-1347,09 44 59.38,-13 47 51.68,0.0,16.9,uncertain,51.0,0,1.75,0.0,0.339,1.341,0.679,bzcat
5BZQJ0945+4636,S4 0942+46,09 45 42.09,+46 36 50.61,0.639,20.8,fsrq,472.0,0,0.0,0.0,0.894,-9.9,-9.9,bzcat
