bname,other_name,ra,dec,z,rmag,btype,flux_1400MHz,flux_143GHz,flux_xray,flux_fermi,aro,aox,arx,catalog
5BZBJ1251-2958,1ES1248-296,12 51 34.88,-29 58 42.88,0.382,17.7,bllac,11.0,0,1.8,0.0,0.278,1.162,0.591,bzcat
5BZQJ1251-3518,ON-381,12 51 39.23,-35 18 39.59,0.41,20.0,fsrq,252.0,0,0.0,0.0,0.779,-9.9,-9.9,bzcat
5BZQJ1252+6451,1RXSJ125223.7+64,12 52 23.79,+64 51 38.01,0.312,17.9,fsrq,43.0,0,1.01,0.0,0.426,1.18,0.683,bzcat
5BZBJ1252+2937,BZBJ1252+2937,12 52 34.66,+29 37 32.59,0.528,19.0,bllac,10.0,0,0.0,0.0,0.4,-9.9,-9.9,bzcat
5BZQJ1252-3319,PKS 1250-330,12 52 58.39,-33 19 59.59,0.856,18.0,fsrq,283.0,0,0.0,0.0,0.652,-9.9,-9.9,bzcat
5BZBJ1253+3826,FIRSTJ1253+3826,12 53 00.9,+38 26 26.01,0.371,18.9,bllac,5.0,0,3.66,0.0,0.42,0.637,0.506,bzcat
5BZBJ1253+5301,GB6J1253+5301,12 53 11.92,+53 01 11.71,0.0,17.5,bllac,488.0,0,0.27,4.0E-10,0.595,1.52,0.909,bzcat
5BZGJ1253-3931,SHBLJ12536-3931,12 53 41.25,-39 31 59.59,0.179,16.1,bllac_gal,48.0,0,7.04,0.0,0.288,1.246,0.623,bzcat
5BZGJ1253+0326,GB6B1251+0342,12 53 46.98,+03 26 30.08,0.066,14.8,bllac_gal,107.0,0,1.67,0.0,0.23,1.647,0.712,bzcat
5BZBJ1253+6242,1RXSJ125400.1+62,12 53 59.41,+62 42 57.2,0.0,18.8,bllac,12.0,0,0.32,3.0E-10,0.414,1.238,0.693,bzcat
5BZQJ1253-4059,PKS 1251-407,12 53 59.52,-40 59 30.69,4.464,23.7,fsrq,183.0,0,0.0,0.0,1.007,-9.9,-9.9,bzcat
5BZBJ1254+2211,1FGL_J1254.4+220,12 54 33.27,+22 11 03.69,0.0,17.3,bllac,101.0,0,0.0,7.0E-10,0.41,-9.9,-9.9,bzcat
5BZQJ1254-2000,CGRaBSJ1254-2000,12 54 37.25,-20 00 56.48,0.959,18.6,fsrq,136.0,0,0.0,0.0,0.613,-9.9,-9.9,bzcat
5BZQJ1254+1141,PKS 1252+11,12 54 38.35,+11 41 05.89,0.872,16.7,fsrq,793.0,245,0.65,0.0,0.622,1.392,0.898,bzcat
5BZGJ1254-4424,PKS1252-441,12 54 57.5,-44 24 56.59,0.041,9.8,bllac_gal,361.0,0,0.0,0.0,-0.049,-9.9,-9.9,bzcat
5BZQJ1255+0340,BZQJ1255+0340,12 55 00.49,+03 40 43.1,0.437,17.9,fsrq,118.0,0,0.74,0.0,0.527,1.217,0.764,bzcat
5BZQJ1255+1817,BZQJ1255+1817,12 55 31.74,+18 17 50.89,1.366,19.7,fsrq,413.0,0,0.14,0.0,0.809,1.172,0.964,bzcat
5BZQJ1255+6124,1RXSJ125544.4+61,12 55 45.0,+61 24 50.9,2.055,19.8,fsrq,99.0,0,0.18,0.0,0.69,1.093,0.857,bzcat
5BZQJ1256-0547,3C279,12 56 11.16,-05 47 21.51,0.536,15.0,fsrq,9711.0,9712,20.9,2.56E-8,0.712,1.095,0.857,bzcat
5BZGJ1256-1146,1RXSJ125615.9-11,12 56 15.95,-11 46 37.3,0.058,12.2,bllac_gal,54.0,0,0.74,1.0E-9,0.026,2.188,0.763,bzcat
5BZUJ1256-2155,CGRaBSJ1256-2155,12 56 25.5,-21 55 21.28,0.129,15.9,uncertain,71.0,0,0.0,0.0,0.368,-9.9,-9.9,bzcat
5BZBJ1256+0609,1RXSJ125639.3+06,12 56 39.35,+06 09 08.1,0.423,18.6,bllac,65.0,0,0.73,0.0,0.524,1.089,0.725,bzcat
5BZUJ1257+0024,4C 00.45,12 57 03.11,+00 24 35.99,1.259,17.3,uncertain,298.0,0,0.0,0.0,0.486,-9.9,-9.9,bzcat
5BZBJ1257+2412,1ES1255+244,12 57 31.92,+24 12 40.1,0.141,16.7,bllac,15.0,0,7.22,0.0,0.346,0.871,0.53,bzcat
5BZQJ1257+3229,B2 1255+32,12 57 57.23,+32 29 29.29,0.805,18.8,fsrq,652.0,0,0.31,4.0E-10,0.762,1.194,0.918,bzcat
5BZQJ1257-3155,PKS1255-316,12 57 59.05,-31 55 16.89,1.924,18.2,fsrq,1144.0,477,0.24,0.0,0.761,1.324,0.992,bzcat
5BZBJ1258+6120,SDSSJ125820.79+6,12 58 20.79,+61 20 45.49,0.224,18.4,bllac,10.0,0,0.0,0.0,0.443,-9.9,-9.9,bzcat
5BZQJ1258-1800,PKS 1256-177,12 58 38.29,-18 00 03.09,1.956,20.6,fsrq,359.0,0,0.0,8.0E-10,0.864,-9.9,-9.9,bzcat
5BZBJ1258-0447,RXSJ12587-0447,12 58 48.04,-04 47 45.09,0.586,18.6,uncertain,4.0,0,4.5,0.0,0.251,0.878,0.482,bzcat
5BZQJ1258-2219,PKS1256-220,12 58 54.47,-22 19 31.11,1.303,18.8,fsrq,793.0,420,0.0,2.0E-9,0.772,-9.9,-9.9,bzcat
5BZBJ1258+0134,MS1256.3+0151,12 58 54.59,+01 34 41.41,0.0,19.9,bllac,16.0,0,0.22,0.0,0.609,0.968,0.731,bzcat
5BZUJ1259-2310,PKS 1256-229,12 59 08.45,-23 10 38.71,0.481,18.1,uncertain,482.0,0,0.0,0.0,0.623,-9.9,-9.9,bzcat
5BZQJ1259-2436,PKS 1256-243,12 59 12.63,-24 36 05.5,2.263,17.9,fsrq,638.0,0,0.0,0.0,0.672,-9.9,-9.9,bzcat
5BZBJ1300+1755,SDSSJ130008.52+1,13 00 08.52,+17 55 37.59,0.0,19.8,bllac,16.0,0,0.0,0.0,0.601,-9.9,-9.9,bzcat
5BZBJ1300+6344,MS1258.4+6401,13 00 17.57,+63 44 40.2,0.0,20.7,bllac,15.0,0,0.4,0.0,0.666,0.746,0.693,bzcat
5BZQJ1300+1417,PKSB1257+145,13 00 20.9,+14 17 18.49,1.106,18.7,fsrq,560.0,0,0.34,0.0,0.735,1.181,0.889,bzcat
5BZQJ1300+2830,5C 4.105,13 00 28.53,+28 30 10.18,0.649,17.0,fsrq,171.0,0,0.09,0.0,0.522,1.691,0.935,bzcat
5BZBJ1300+5351,SDSSJ130032.78+5,13 00 32.77,+53 51 12.59,0.0,18.8,bllac,32.0,0,0.0,0.0,0.507,-9.9,-9.9,bzcat
5BZQJ1300+5029,TEX 1258+506,13 00 41.25,+50 29 36.81,1.561,21.6,fsrq,410.0,0,0.29,0.0,0.964,0.734,0.916,bzcat
5BZQJ1300-3253,1WGAJ1300.7-3253,13 00 42.45,-32 53 12.08,1.256,18.0,fsrq,244.0,0,0.22,2.3E-9,0.611,1.388,0.897,bzcat
5BZUJ1301-3226,ON-397,13 01 00.79,-32 26 28.6,0.017,8.3,uncertain,1387.0,0,0.31,0.0,-0.096,2.955,0.939,bzcat
